video_id,label,frames,label_id,shape,format
1318,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1320,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
1321,Doing other things,37,0,"(100, 132)",JPEG
1326,No gesture,37,2,"(100, 176)",JPEG
1329,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1335,Shaking Hand,37,9,"(100, 176)",JPEG
1336,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1338,Swiping Right,37,17,"(100, 176)",JPEG
1342,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1350,Doing other things,37,0,"(100, 176)",JPEG
1354,Doing other things,37,0,"(100, 176)",JPEG
1355,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1356,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
1359,Rolling Hand Forward,37,8,"(100, 176)",JPEG
1363,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1370,Swiping Right,37,17,"(100, 132)",JPEG
1374,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
1376,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
1380,Thumb Up,37,20,"(100, 176)",JPEG
1383,No gesture,37,2,"(100, 176)",JPEG
1385,Drumming Fingers,37,1,"(100, 176)",JPEG
1386,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
1390,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
1393,No gesture,37,2,"(100, 176)",JPEG
1394,Drumming Fingers,37,1,"(100, 176)",JPEG
1395,Pulling Hand In,37,3,"(100, 176)",JPEG
1396,Doing other things,37,0,"(100, 176)",JPEG
1397,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
1398,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
1400,Swiping Up,37,18,"(100, 176)",JPEG
1402,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1403,Swiping Down,37,15,"(100, 176)",JPEG
1407,Pushing Hand Away,37,5,"(100, 176)",JPEG
1410,Rolling Hand Forward,37,8,"(100, 176)",JPEG
1411,Doing other things,37,0,"(100, 176)",JPEG
1415,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1419,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1420,Pushing Hand Away,37,5,"(100, 176)",JPEG
1421,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
1422,Doing other things,37,0,"(100, 176)",JPEG
1425,Swiping Down,37,15,"(100, 176)",JPEG
1431,Drumming Fingers,37,1,"(100, 176)",JPEG
1432,Thumb Up,37,20,"(100, 132)",JPEG
1434,Doing other things,37,0,"(100, 176)",JPEG
1436,Doing other things,37,0,"(100, 176)",JPEG
1438,Shaking Hand,37,9,"(100, 132)",JPEG
1439,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1452,Pulling Hand In,37,3,"(100, 176)",JPEG
1457,Doing other things,37,0,"(100, 132)",JPEG
1460,No gesture,37,2,"(100, 176)",JPEG
1461,Swiping Left,37,16,"(100, 176)",JPEG
1476,Swiping Right,37,17,"(100, 176)",JPEG
1477,Shaking Hand,37,9,"(100, 132)",JPEG
1478,Thumb Up,37,20,"(100, 176)",JPEG
1481,Swiping Right,37,17,"(100, 176)",JPEG
1482,Shaking Hand,37,9,"(100, 176)",JPEG
1483,Swiping Up,37,18,"(100, 176)",JPEG
1487,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1489,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
1492,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
1494,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
1501,No gesture,37,2,"(100, 176)",JPEG
1506,Drumming Fingers,37,1,"(100, 176)",JPEG
1507,Pushing Hand Away,37,5,"(100, 176)",JPEG
1509,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
1510,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
1515,Swiping Up,37,18,"(100, 176)",JPEG
1517,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1521,Doing other things,37,0,"(100, 176)",JPEG
1524,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1525,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1526,Pulling Hand In,37,3,"(100, 176)",JPEG
1527,Stop Sign,37,14,"(100, 132)",JPEG
1532,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
1533,Doing other things,37,0,"(100, 176)",JPEG
1536,Pulling Hand In,37,3,"(100, 176)",JPEG
1537,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1542,Swiping Left,37,16,"(100, 176)",JPEG
1543,Doing other things,37,0,"(100, 176)",JPEG
1547,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
1548,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
1552,Doing other things,37,0,"(100, 176)",JPEG
1554,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1555,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1556,Rolling Hand Forward,37,8,"(100, 132)",JPEG
1558,Doing other things,37,0,"(100, 176)",JPEG
1559,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1560,Swiping Right,37,17,"(100, 176)",JPEG
1561,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
1562,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
1563,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1564,Swiping Down,37,15,"(100, 176)",JPEG
1565,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1567,Doing other things,37,0,"(100, 176)",JPEG
1571,Swiping Down,37,15,"(100, 176)",JPEG
1577,Thumb Down,37,19,"(100, 176)",JPEG
1581,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1582,Swiping Down,37,15,"(100, 176)",JPEG
1588,Doing other things,37,0,"(100, 176)",JPEG
1594,Thumb Down,37,19,"(100, 176)",JPEG
1597,Doing other things,37,0,"(100, 176)",JPEG
1601,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1604,Shaking Hand,37,9,"(100, 132)",JPEG
1607,Swiping Up,37,18,"(100, 176)",JPEG
1611,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1616,Thumb Up,37,20,"(100, 176)",JPEG
1617,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
1622,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1628,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
1629,Doing other things,37,0,"(100, 176)",JPEG
1636,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1641,Swiping Up,37,18,"(100, 132)",JPEG
1642,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1644,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
1648,Thumb Up,37,20,"(100, 176)",JPEG
1649,Pushing Hand Away,37,5,"(100, 176)",JPEG
1651,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1652,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1653,Doing other things,37,0,"(100, 176)",JPEG
1654,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1661,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1667,Thumb Down,37,19,"(100, 176)",JPEG
1668,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
1670,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
1671,Doing other things,37,0,"(100, 176)",JPEG
1672,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
1675,Drumming Fingers,37,1,"(100, 176)",JPEG
1677,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
1678,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1681,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
1687,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1689,Pushing Hand Away,37,5,"(100, 176)",JPEG
1693,Doing other things,37,0,"(100, 176)",JPEG
1695,Swiping Right,37,17,"(100, 176)",JPEG
1697,Stop Sign,37,14,"(100, 176)",JPEG
1702,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1703,Swiping Up,37,18,"(100, 176)",JPEG
1709,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
1712,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
1717,Doing other things,37,0,"(100, 176)",JPEG
1720,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1724,Swiping Left,37,16,"(100, 132)",JPEG
1729,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
1730,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
1731,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1733,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1742,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1743,Swiping Left,37,16,"(100, 176)",JPEG
1747,Doing other things,37,0,"(100, 176)",JPEG
1749,Thumb Down,37,19,"(100, 176)",JPEG
1750,Doing other things,37,0,"(100, 132)",JPEG
1756,Thumb Up,37,20,"(100, 176)",JPEG
1758,Swiping Down,37,15,"(100, 132)",JPEG
1759,Doing other things,37,0,"(100, 176)",JPEG
1765,No gesture,37,2,"(100, 176)",JPEG
1766,Shaking Hand,37,9,"(100, 176)",JPEG
1769,Pulling Hand In,37,3,"(100, 176)",JPEG
1772,Shaking Hand,37,9,"(100, 176)",JPEG
1773,Swiping Left,37,16,"(100, 176)",JPEG
1780,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
1781,Swiping Up,37,18,"(100, 176)",JPEG
1787,Swiping Up,37,18,"(100, 176)",JPEG
1788,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1789,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
1790,Rolling Hand Backward,37,7,"(100, 132)",JPEG
1794,Swiping Up,37,18,"(100, 176)",JPEG
1795,Swiping Down,37,15,"(100, 176)",JPEG
1796,Pulling Hand In,37,3,"(100, 176)",JPEG
1801,Swiping Down,37,15,"(100, 176)",JPEG
1803,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
1804,Doing other things,37,0,"(100, 132)",JPEG
1809,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1820,Thumb Up,37,20,"(100, 132)",JPEG
1821,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1828,Swiping Left,37,16,"(100, 176)",JPEG
1829,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
1831,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
1834,Doing other things,37,0,"(100, 176)",JPEG
1835,Thumb Up,37,20,"(100, 176)",JPEG
1836,Swiping Right,37,17,"(100, 176)",JPEG
1838,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1842,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
1844,Rolling Hand Forward,37,8,"(100, 176)",JPEG
1845,Doing other things,37,0,"(100, 132)",JPEG
1855,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1858,Doing other things,37,0,"(100, 176)",JPEG
1866,Thumb Up,37,20,"(100, 176)",JPEG
1869,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1870,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
1878,Stop Sign,37,14,"(100, 176)",JPEG
1883,Swiping Down,37,15,"(100, 132)",JPEG
1885,Pulling Hand In,37,3,"(100, 176)",JPEG
1893,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1896,Shaking Hand,37,9,"(100, 176)",JPEG
1899,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1904,No gesture,37,2,"(100, 176)",JPEG
1908,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
1909,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
1913,Doing other things,37,0,"(100, 176)",JPEG
1915,Swiping Down,37,15,"(100, 132)",JPEG
1916,Thumb Down,37,19,"(100, 176)",JPEG
1917,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
1918,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
1922,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
1923,Pulling Hand In,37,3,"(100, 132)",JPEG
1924,Stop Sign,37,14,"(100, 176)",JPEG
1925,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
1933,Thumb Down,37,19,"(100, 176)",JPEG
1935,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1937,Rolling Hand Backward,37,7,"(100, 176)",JPEG
1939,Pulling Hand In,37,3,"(100, 176)",JPEG
1940,No gesture,37,2,"(100, 176)",JPEG
1941,Shaking Hand,37,9,"(100, 176)",JPEG
1942,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
1944,No gesture,37,2,"(100, 176)",JPEG
1949,Thumb Down,37,19,"(100, 176)",JPEG
1954,Swiping Down,37,15,"(100, 132)",JPEG
1957,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1959,Swiping Up,37,18,"(100, 176)",JPEG
1963,Swiping Up,37,18,"(100, 176)",JPEG
1964,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1965,Thumb Up,37,20,"(100, 132)",JPEG
1966,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
1967,Pushing Hand Away,37,5,"(100, 176)",JPEG
1968,Rolling Hand Backward,37,7,"(100, 132)",JPEG
1973,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
1984,Thumb Up,37,20,"(100, 132)",JPEG
1985,Swiping Up,37,18,"(100, 176)",JPEG
1989,Swiping Up,37,18,"(100, 176)",JPEG
1996,Shaking Hand,37,9,"(100, 176)",JPEG
1999,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2000,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
2002,Doing other things,37,0,"(100, 176)",JPEG
2009,Swiping Right,37,17,"(100, 132)",JPEG
2011,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
2018,Thumb Up,37,20,"(100, 176)",JPEG
2020,Thumb Up,37,20,"(100, 176)",JPEG
2021,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
2022,Swiping Left,37,16,"(100, 176)",JPEG
2023,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
2025,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
2028,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2029,Swiping Left,37,16,"(100, 176)",JPEG
2034,Thumb Up,37,20,"(100, 176)",JPEG
2037,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2038,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
2041,Swiping Down,37,15,"(100, 176)",JPEG
2046,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
2048,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2049,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2051,Swiping Up,37,18,"(100, 176)",JPEG
2057,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
2058,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
2059,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2063,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
2066,No gesture,37,2,"(100, 132)",JPEG
2067,Doing other things,37,0,"(100, 176)",JPEG
2071,Doing other things,37,0,"(100, 176)",JPEG
2074,Thumb Up,37,20,"(100, 176)",JPEG
2089,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2091,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2096,Pushing Hand Away,37,5,"(100, 176)",JPEG
2098,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2100,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2102,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
2106,Swiping Left,37,16,"(100, 176)",JPEG
2107,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2112,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2113,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2117,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
2118,Drumming Fingers,37,1,"(100, 176)",JPEG
2121,Doing other things,37,0,"(100, 176)",JPEG
2124,Doing other things,37,0,"(100, 176)",JPEG
2127,Swiping Up,37,18,"(100, 176)",JPEG
2134,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2137,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2139,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
2141,Pushing Hand Away,37,5,"(100, 176)",JPEG
2142,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2143,Doing other things,37,0,"(100, 176)",JPEG
2144,No gesture,37,2,"(100, 176)",JPEG
2146,Thumb Down,37,19,"(100, 176)",JPEG
2149,Shaking Hand,37,9,"(100, 176)",JPEG
2150,Swiping Down,37,15,"(100, 176)",JPEG
2151,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2153,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
2156,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
2159,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2162,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
2163,Swiping Right,37,17,"(100, 176)",JPEG
2169,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2170,Pulling Hand In,37,3,"(100, 176)",JPEG
2171,Rolling Hand Backward,37,7,"(100, 132)",JPEG
2172,Stop Sign,37,14,"(100, 176)",JPEG
2174,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
2177,Rolling Hand Forward,37,8,"(100, 132)",JPEG
2182,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2188,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2189,Thumb Down,37,19,"(100, 176)",JPEG
2192,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
2196,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2200,Swiping Left,37,16,"(100, 176)",JPEG
2205,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2206,Swiping Down,37,15,"(100, 176)",JPEG
2208,Swiping Up,37,18,"(100, 176)",JPEG
2209,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
2212,Pulling Hand In,37,3,"(100, 176)",JPEG
2214,Stop Sign,37,14,"(100, 176)",JPEG
2215,Pulling Hand In,37,3,"(100, 176)",JPEG
2217,Swiping Down,37,15,"(100, 176)",JPEG
2219,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2220,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2224,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2225,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2228,Swiping Down,37,15,"(100, 176)",JPEG
2231,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2235,Stop Sign,37,14,"(100, 176)",JPEG
2237,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
2239,Pulling Hand In,37,3,"(100, 176)",JPEG
2241,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
2243,Pushing Hand Away,37,5,"(100, 176)",JPEG
2244,Swiping Down,37,15,"(100, 176)",JPEG
2253,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2259,No gesture,37,2,"(100, 176)",JPEG
2266,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2267,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
2268,Swiping Down,37,15,"(100, 176)",JPEG
2271,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2272,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2273,Doing other things,37,0,"(100, 176)",JPEG
2276,Doing other things,37,0,"(100, 176)",JPEG
2278,Pushing Hand Away,37,5,"(100, 176)",JPEG
2279,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
2281,Doing other things,37,0,"(100, 176)",JPEG
2284,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
2285,Pulling Hand In,37,3,"(100, 176)",JPEG
2287,Thumb Up,37,20,"(100, 176)",JPEG
2288,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
2290,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
2293,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2296,Swiping Up,37,18,"(100, 176)",JPEG
2297,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
2300,Stop Sign,37,14,"(100, 176)",JPEG
2301,No gesture,37,2,"(100, 176)",JPEG
2302,Drumming Fingers,37,1,"(100, 176)",JPEG
2305,Pulling Hand In,37,3,"(100, 132)",JPEG
2306,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2307,Swiping Right,37,17,"(100, 176)",JPEG
2309,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2310,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2313,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
2316,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
2323,Swiping Up,37,18,"(100, 176)",JPEG
2329,Pushing Hand Away,37,5,"(100, 176)",JPEG
2332,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
2335,Rolling Hand Backward,37,7,"(100, 132)",JPEG
2336,Thumb Down,37,19,"(100, 176)",JPEG
2338,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
2340,Stop Sign,37,14,"(100, 176)",JPEG
2343,Thumb Down,37,19,"(100, 176)",JPEG
2344,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
2345,Swiping Right,37,17,"(100, 176)",JPEG
2349,Swiping Left,37,16,"(100, 176)",JPEG
2350,Rolling Hand Forward,37,8,"(100, 132)",JPEG
2352,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
2360,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
2362,Doing other things,37,0,"(100, 176)",JPEG
2366,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2367,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2370,Pushing Hand Away,37,5,"(100, 176)",JPEG
2371,Thumb Up,37,20,"(100, 176)",JPEG
2372,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2374,Thumb Up,37,20,"(100, 176)",JPEG
2375,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
2380,Swiping Down,37,15,"(100, 176)",JPEG
2381,Swiping Left,37,16,"(100, 176)",JPEG
2385,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
2388,Thumb Up,37,20,"(100, 176)",JPEG
2400,Pulling Hand In,37,3,"(100, 132)",JPEG
2401,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
2407,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
2409,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
2413,Shaking Hand,37,9,"(100, 176)",JPEG
2417,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
2419,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
2423,Pulling Hand In,37,3,"(100, 132)",JPEG
2425,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2427,Shaking Hand,37,9,"(100, 176)",JPEG
2431,Thumb Up,37,20,"(100, 176)",JPEG
2432,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2435,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2438,Swiping Up,37,18,"(100, 176)",JPEG
2439,Stop Sign,37,14,"(100, 132)",JPEG
2442,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
2447,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2451,Thumb Up,37,20,"(100, 176)",JPEG
2460,Swiping Left,37,16,"(100, 176)",JPEG
2461,Pulling Hand In,37,3,"(100, 176)",JPEG
2467,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2471,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2473,Thumb Down,37,19,"(100, 176)",JPEG
2477,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
2481,Doing other things,37,0,"(100, 176)",JPEG
2482,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2484,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
2485,Shaking Hand,37,9,"(100, 176)",JPEG
2487,Swiping Right,37,17,"(100, 176)",JPEG
2489,Doing other things,37,0,"(100, 176)",JPEG
2490,Swiping Left,37,16,"(100, 176)",JPEG
2494,Thumb Up,37,20,"(100, 176)",JPEG
2496,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
2499,Thumb Down,37,19,"(100, 176)",JPEG
2502,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2503,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
2504,Swiping Up,37,18,"(100, 176)",JPEG
2505,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2507,Swiping Left,37,16,"(100, 176)",JPEG
2509,Pushing Hand Away,37,5,"(100, 176)",JPEG
2516,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2521,Stop Sign,37,14,"(100, 132)",JPEG
2523,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2524,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2528,Rolling Hand Backward,37,7,"(100, 176)",JPEG
2529,Doing other things,37,0,"(100, 176)",JPEG
2530,Thumb Down,37,19,"(100, 176)",JPEG
2531,Drumming Fingers,37,1,"(100, 176)",JPEG
2533,Shaking Hand,37,9,"(100, 132)",JPEG
2534,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
2538,Doing other things,37,0,"(100, 176)",JPEG
2540,Swiping Left,37,16,"(100, 176)",JPEG
2541,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
2547,Pushing Hand Away,37,5,"(100, 176)",JPEG
2555,Drumming Fingers,37,1,"(100, 176)",JPEG
2556,Stop Sign,37,14,"(100, 176)",JPEG
2557,Swiping Right,37,17,"(100, 176)",JPEG
2559,Swiping Right,37,17,"(100, 132)",JPEG
2560,Stop Sign,37,14,"(100, 176)",JPEG
2561,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2562,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2566,Drumming Fingers,37,1,"(100, 176)",JPEG
2573,Pushing Hand Away,37,5,"(100, 176)",JPEG
2577,Thumb Down,37,19,"(100, 132)",JPEG
2578,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
2585,Doing other things,37,0,"(100, 176)",JPEG
2586,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
2589,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
2591,Pulling Hand In,37,3,"(100, 132)",JPEG
2593,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
2594,Thumb Down,37,19,"(100, 176)",JPEG
2599,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
2607,Doing other things,37,0,"(100, 176)",JPEG
2609,Pulling Hand In,37,3,"(100, 132)",JPEG
2612,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
2613,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
2616,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2617,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
2618,Doing other things,37,0,"(100, 176)",JPEG
2620,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
2621,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
2625,Swiping Up,37,18,"(100, 176)",JPEG
2629,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
2630,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
2631,Thumb Up,37,20,"(100, 176)",JPEG
2632,Swiping Left,37,16,"(100, 132)",JPEG
2634,Rolling Hand Forward,37,8,"(100, 176)",JPEG
2636,Rolling Hand Forward,37,8,"(100, 176)",JPEG
